"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Data rate","Info"
"10016","4.866112","10.1.0.1","10.1.0.11","WebSocket","6528","","","WebSocket Continuation[FRAGMENT]  "
"10018","4.871313","10.1.0.11","10.1.0.1","TCP","622","-46 dBm","","afs3-callback(7001)  >  49153 [ACK] Seq=1 Ack=13001 Win=131072 Len=0 TSval=4883 TSecr=4865"
"10038","4.872622","10.1.0.1","10.1.0.11","TCP","604","","","afs3-fileserver(7000)  >  49153 [ACK] Seq=1 Ack=13001 Win=131072 Len=0 TSval=4877 TSecr=4871"
"10040","4.881069","10.1.0.11","10.1.0.1","Gryphon","6970","-46 dBm","",""
"10041","4.881069","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10062","4.882485","10.1.0.1","10.1.0.11","WebSocket","6952","","","WebSocket Continuation[FRAGMENT]  "
"10064","4.887695","10.1.0.11","10.1.0.1","TCP","242","-46 dBm","","afs3-callback(7001)  >  49153 [ACK] Seq=1 Ack=18001 Win=131072 Len=0 TSval=4899 TSecr=4883"
"10084","4.889003","10.1.0.1","10.1.0.11","TCP","376","","","afs3-fileserver(7000)  >  49153 [ACK] Seq=1 Ack=24001 Win=131072 Len=0 TSval=4893 TSecr=4888"
"10086","4.897571","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10087","4.897571","10.1.0.11","10.1.0.1","Gryphon","7046","-46 dBm","",""
"10088","4.897571","10.1.0.11","10.1.0.1","Gryphon","1152","-46 dBm","",""
"10109","4.899032","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"10111","4.908519","10.1.0.11","10.1.0.1","Gryphon","7470","-46 dBm","",""
"10112","4.908519","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10133","4.909963","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"10135","4.919477","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"10136","4.919477","10.1.0.11","10.1.0.1","Gryphon","5470","-46 dBm","",""
"10158","4.921212","10.1.0.1","10.1.0.11","WebSocket","7028","","","WebSocket Continuation[FRAGMENT]  "
"10169","4.931878","10.1.0.1","10.1.0.11","WebSocket","6952","","","WebSocket Continuation[FRAGMENT]  "
"10176","4.938927","10.1.0.1","10.1.0.11","WebSocket","4800","","","WebSocket Continuation[FRAGMENT]  "
"10183","4.946141","10.1.0.1","10.1.0.11","WebSocket","1634","","","WebSocket Continuation[FRAGMENT]  "
"10185","4.948197","10.1.0.11","10.1.0.1","TCP","1002","-46 dBm","","afs3-callback(7001)  >  49153 [ACK] Seq=1 Ack=50501 Win=131072 Len=0 TSval=4960 TSecr=4900"
"10203","4.949505","10.1.0.1","10.1.0.11","TCP","1288","","","afs3-fileserver(7000)  >  49153 [ACK] Seq=1 Ack=63001 Win=131072 Len=0 TSval=4931 TSecr=4911"
"10205","4.957904","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10206","4.957904","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10207","4.957904","10.1.0.11","10.1.0.1","Gryphon","1652","-46 dBm","",""
"10225","4.959289","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"10227","4.968856","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10228","4.968856","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10229","4.968856","10.1.0.11","10.1.0.1","Gryphon","1652","-46 dBm","",""
"10245","4.970089","10.1.0.1","10.1.0.11","TCP","756","","","afs3-fileserver(7000)  >  49153 [ACK] Seq=1 Ack=90001 Win=131072 Len=0 TSval=4981 TSecr=4965"
"10249","4.979814","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10250","4.979814","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10265","4.980991","10.1.0.1","10.1.0.11","TCP","376","","","afs3-fileserver(7000)  >  49153 [ACK] Seq=1 Ack=102001 Win=131072 Len=0 TSval=4991 TSecr=4965"
"10271","4.990502","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10272","4.990502","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10290","4.991877","10.1.0.1","10.1.0.11","TCP","376","","","afs3-fileserver(7000)  >  49153 [ACK] Seq=1 Ack=114001 Win=131072 Len=0 TSval=5002 TSecr=4965"
"10292","5.001556","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10293","5.001556","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10294","5.001556","10.1.0.11","10.1.0.1","Gryphon","1652","-46 dBm","",""
"10313","5.012612","10.1.0.11","10.1.0.1","Gryphon","7046","-46 dBm","",""
"10314","5.012612","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"10315","5.012612","10.1.0.11","10.1.0.1","Gryphon","1152","-46 dBm","",""
"10331","5.013704","10.1.0.1","10.1.0.11","TCP","908","","","afs3-fileserver(7000)  >  49153 [ACK] Seq=1 Ack=141001 Win=131072 Len=0 TSval=5025 TSecr=4973"
"10338","5.023808","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10339","5.023808","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10359","5.025165","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"10361","5.034647","10.1.0.11","10.1.0.1","Gryphon","7546","-46 dBm","",""
"10362","5.034647","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"10382","5.036031","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"10384","5.041358","10.1.0.11","10.1.0.1","TCP","546","-46 dBm","","afs3-callback(7001)  >  49153 [ACK] Seq=1 Ack=68501 Win=131072 Len=0 TSval=5053 TSecr=4960"
"10404","5.042666","10.1.0.1","10.1.0.11","TCP","832","","","afs3-fileserver(7000)  >  49153 [ACK] Seq=1 Ack=166001 Win=131072 Len=0 TSval=5047 TSecr=4993"
"10406","5.051042","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"10407","5.051042","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"10408","5.051042","10.1.0.11","10.1.0.1","Gryphon","1152","-46 dBm","",""
"10428","5.052418","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"10430","5.061994","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"10431","5.061994","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"10432","5.061994","10.1.0.11","10.1.0.1","Gryphon","1152","-46 dBm","",""
"10452","5.063342","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"10454","5.072963","10.1.0.11","10.1.0.1","Gryphon","7546","-46 dBm","",""
"10455","5.072963","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10475","5.074320","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"10477","5.083932","10.1.0.11","10.1.0.1","Gryphon","7470","-46 dBm","",""
"10478","5.083932","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"10498","5.085325","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"10515","5.096107","10.1.0.1","10.1.0.11","TCP","1820","","","afs3-fileserver(7000)  >  49153 [ACK] Seq=1 Ack=217001 Win=131072 Len=0 TSval=5096 TSecr=5034"
"10519","5.105834","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"10520","5.105834","10.1.0.11","10.1.0.1","Gryphon","7470","-46 dBm","",""
"10539","5.116750","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10540","5.116750","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10541","5.116750","10.1.0.11","10.1.0.1","Gryphon","1652","-46 dBm","",""
"10561","5.118107","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"10564","5.128011","10.1.0.11","10.1.0.1","Gryphon","7046","-46 dBm","",""
"10565","5.128011","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10585","5.129395","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"10587","5.138980","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10588","5.138980","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10589","5.138980","10.1.0.11","10.1.0.1","Gryphon","1652","-46 dBm","",""
"10609","5.140364","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"10611","5.149931","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10612","5.149931","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10613","5.149931","10.1.0.11","10.1.0.1","Gryphon","1652","-46 dBm","",""
"10633","5.151262","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"10647","5.162206","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"10650","5.171178","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10651","5.171178","10.1.0.11","10.1.0.1","Gryphon","7470","-46 dBm","",""
"10671","5.172526","10.1.0.1","10.1.0.11","TCP","2276","","","afs3-fileserver(7000)  >  49153 [ACK] Seq=1 Ack=297001 Win=131072 Len=0 TSval=5183 TSecr=5113"
"10674","5.181500","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"10675","5.181500","10.1.0.11","10.1.0.1","Gryphon","6970","-46 dBm","",""
"10695","5.182857","10.1.0.1","10.1.0.11","TCP","452","","","afs3-fileserver(7000)  >  49153 [ACK] Seq=1 Ack=308001 Win=131072 Len=0 TSval=5193 TSecr=5189"
"10697","5.186449","10.1.0.11","10.1.0.1","Gryphon","3242","-46 dBm","",""
"10718","5.192431","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10719","5.192431","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10720","5.192431","10.1.0.11","10.1.0.1","Gryphon","1652","-46 dBm","",""
"10738","5.193825","10.1.0.1","10.1.0.11","TCP","528","","","afs3-fileserver(7000)  >  49153 [ACK] Seq=1 Ack=326001 Win=131072 Len=0 TSval=5204 TSecr=5189"
"10740","5.197721","10.1.0.11","10.1.0.1","Gryphon","4818","-46 dBm","",""
"10760","5.199225","10.1.0.1","10.1.0.11","TCP","134","","","afs3-fileserver(7000)  >  49153 [ACK] Seq=1 Ack=329001 Win=131072 Len=0 TSval=5210 TSecr=5189"
"10762","5.200641","10.1.0.11","10.1.0.1","TCP","1458","-46 dBm","","afs3-callback(7001)  >  49153 [ACK] Seq=1 Ack=122501 Win=131072 Len=0 TSval=5178 TSecr=5053"
"10782","5.202097","10.1.0.1","10.1.0.11","WebSocket","3224","","","WebSocket Continuation[FRAGMENT]  "
"10784","5.208903","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10785","5.208903","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"10786","5.208903","10.1.0.11","10.1.0.1","Gryphon","1652","-46 dBm","",""
"10805","5.219827","10.1.0.11","10.1.0.1","Gryphon","7546","-46 dBm","",""
"10806","5.219827","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"10824","5.221078","10.1.0.1","10.1.0.11","TCP","908","","","afs3-fileserver(7000)  >  49153 [ACK] Seq=1 Ack=357001 Win=131072 Len=0 TSval=5232 TSecr=5195"
"10849","5.232566","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"10851","5.242005","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"10852","5.242005","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"10853","5.242005","10.1.0.11","10.1.0.1","Gryphon","1152","-46 dBm","",""
"10873","5.243353","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"10875","5.248785","10.1.0.11","10.1.0.1","TCP","470","-46 dBm","","afs3-callback(7001)  >  49153 [ACK] Seq=1 Ack=137501 Win=131072 Len=0 TSval=5260 TSecr=5213"
"10895","5.250093","10.1.0.1","10.1.0.11","TCP","528","","","afs3-fileserver(7000)  >  49153 [ACK] Seq=1 Ack=369001 Win=131072 Len=0 TSval=5254 TSecr=5204"
"10897","5.258451","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"10898","5.258451","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"10899","5.258451","10.1.0.11","10.1.0.1","Gryphon","1152","-46 dBm","",""
"10915","5.259542","10.1.0.1","10.1.0.11","TCP","604","","","afs3-fileserver(7000)  >  49153 [ACK] Seq=1 Ack=383001 Win=131072 Len=0 TSval=5270 TSecr=5215"
"10921","5.269183","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"10922","5.269183","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"10943","5.270609","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"10963","5.281667","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"10965","5.286893","10.1.0.11","10.1.0.1","TCP","394","-46 dBm","","afs3-callback(7001)  >  49153 [ACK] Seq=1 Ack=149501 Win=131072 Len=0 TSval=5298 TSecr=5213"
"10984","5.296559","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"10985","5.296559","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"10986","5.296559","10.1.0.11","10.1.0.1","Gryphon","1152","-46 dBm","",""
"11006","5.297943","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"11008","5.307544","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11009","5.307544","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11010","5.307544","10.1.0.11","10.1.0.1","Gryphon","1152","-46 dBm","",""
"11030","5.308884","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"11032","5.318524","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11033","5.318524","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11034","5.318524","10.1.0.11","10.1.0.1","Gryphon","1152","-46 dBm","",""
"11051","5.319710","10.1.0.1","10.1.0.11","TCP","1972","","","afs3-fileserver(7000)  >  49153 [ACK] Seq=1 Ack=433001 Win=131072 Len=0 TSval=5330 TSecr=5255"
"11077","5.330906","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"11079","5.340621","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11080","5.340621","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11081","5.340621","10.1.0.11","10.1.0.1","Gryphon","1152","-46 dBm","",""
"11101","5.341987","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"11103","5.351581","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11104","5.351581","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11105","5.351581","10.1.0.11","10.1.0.1","Gryphon","1152","-46 dBm","",""
"11123","5.352956","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"11125","5.362559","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11126","5.362559","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11127","5.362559","10.1.0.11","10.1.0.1","Gryphon","1152","-46 dBm","",""
"11146","5.373514","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11147","5.373514","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"11168","5.374930","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"11170","5.380163","10.1.0.11","10.1.0.1","TCP","1002","-46 dBm","","afs3-callback(7001)  >  49153 [ACK] Seq=1 Ack=185501 Win=131072 Len=0 TSval=5392 TSecr=5261"
"11190","5.381471","10.1.0.1","10.1.0.11","TCP","1972","","","afs3-fileserver(7000)  >  49153 [ACK] Seq=1 Ack=485001 Win=131072 Len=0 TSval=5385 TSecr=5337"
"11212","5.391277","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"11214","5.400770","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"11215","5.400770","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"11216","5.400770","10.1.0.11","10.1.0.1","Gryphon","1652","-46 dBm","",""
"11236","5.402101","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"11238","5.411668","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"11239","5.411668","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"11240","5.411668","10.1.0.11","10.1.0.1","Gryphon","1652","-46 dBm","",""
"11260","5.413007","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"11262","5.422583","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11263","5.422583","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11264","5.422583","10.1.0.11","10.1.0.1","Gryphon","1152","-46 dBm","",""
"11284","5.423940","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"11306","5.435280","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"11308","5.444901","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11309","5.444901","10.1.0.11","10.1.0.1","Gryphon","7470","-46 dBm","",""
"11329","5.446240","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"11331","5.456300","10.1.0.11","10.1.0.1","Gryphon","6394","-43 dBm","",""
"11332","5.456300","10.1.0.11","10.1.0.1","Gryphon","6394","-43 dBm","",""
"11333","5.456300","10.1.0.11","10.1.0.1","Gryphon","6394","-43 dBm","",""
"11334","5.456300","10.1.0.11","10.1.0.1","Gryphon","6394","-43 dBm","",""
"11335","5.456300","10.1.0.11","10.1.0.1","Gryphon","6546","-43 dBm","",""
"11336","5.456300","10.1.0.11","10.1.0.1","Gryphon","1152","-43 dBm","",""
"11347","5.457239","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"11349","5.467322","10.1.0.11","10.1.0.1","Gryphon","6546","-43 dBm","",""
"11350","5.467322","10.1.0.11","10.1.0.1","Gryphon","6546","-43 dBm","",""
"11351","5.467322","10.1.0.11","10.1.0.1","Gryphon","4394","-43 dBm","",""
"11361","5.468183","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"11384","5.484484","10.1.0.1","10.1.0.11","TCP","3112","","","afs3-fileserver(7000)  >  49153 [ACK] Seq=1 Ack=584001 Win=131072 Len=0 TSval=5477 TSecr=5412"
"11388","5.493784","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"11389","5.493784","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"11406","5.499640","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"11407","5.499640","10.1.0.11","10.1.0.1","Gryphon","6394","-46 dBm","",""
"11408","5.499640","10.1.0.11","10.1.0.1","Gryphon","1652","-46 dBm","",""
"11424","5.500869","10.1.0.1","10.1.0.11","TCP","756","","","afs3-fileserver(7000)  >  49153 [ACK] Seq=1 Ack=610501 Win=131072 Len=0 TSval=5512 TSecr=5501"
"11446","5.512007","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"11448","5.521501","10.1.0.11","10.1.0.1","Gryphon","6970","-46 dBm","",""
"11449","5.521501","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11450","5.521501","10.1.0.11","10.1.0.1","Gryphon","1152","-46 dBm","",""
"11469","5.522917","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"11490","5.543409","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11491","5.543409","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11511","5.544784","10.1.0.1","10.1.0.11","TCP","984","","","afs3-fileserver(7000)  >  49153 [ACK] Seq=1 Ack=636001 Win=131072 Len=0 TSval=5555 TSecr=5516"
"11513","5.554454","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11514","5.554454","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11515","5.554454","10.1.0.11","10.1.0.1","Gryphon","1152","-46 dBm","",""
"11533","5.555647","10.1.0.1","10.1.0.11","TCP","528","","","afs3-fileserver(7000)  >  49153 [ACK] Seq=1 Ack=648001 Win=131072 Len=0 TSval=5566 TSecr=5526"
"11535","5.557075","10.1.0.11","10.1.0.1","TCP","1610","-46 dBm","","afs3-callback(7001)  >  49153 [ACK] Seq=1 Ack=245501 Win=131072 Len=0 TSval=5540 TSecr=5392"
"11557","5.558492","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"11559","5.561047","10.1.0.11","10.1.0.1","TCP","242","-43 dBm","","afs3-callback(7001)  >  49153 [ACK] Seq=1 Ack=251501 Win=131072 Len=0 TSval=5573 TSecr=5569"
"11569","5.561859","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"11573","5.570869","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11574","5.570869","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11575","5.570869","10.1.0.11","10.1.0.1","Gryphon","1152","-46 dBm","",""
"11612","5.583029","10.1.0.1","10.1.0.11","TCP","604","","","afs3-fileserver(7000)  >  49153 [ACK] Seq=1 Ack=662001 Win=131072 Len=0 TSval=5583 TSecr=5537"
"11616","5.592759","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11617","5.592759","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11618","5.592759","10.1.0.11","10.1.0.1","Gryphon","1152","-46 dBm","",""
"11639","5.594166","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"11641","5.599190","10.1.0.11","10.1.0.1","TCP","394","-46 dBm","","afs3-callback(7001)  >  49153 [ACK] Seq=1 Ack=263501 Win=131072 Len=0 TSval=5611 TSecr=5569"
"11661","5.600498","10.1.0.1","10.1.0.11","TCP","528","","","afs3-fileserver(7000)  >  49153 [ACK] Seq=1 Ack=674001 Win=131072 Len=0 TSval=5604 TSecr=5547"
"11663","5.609137","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11664","5.609137","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11665","5.609137","10.1.0.11","10.1.0.1","Gryphon","1152","-46 dBm","",""
"11685","5.610512","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"11687","5.619996","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11688","5.619996","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11689","5.619996","10.1.0.11","10.1.0.1","Gryphon","1152","-46 dBm","",""
"11707","5.621211","10.1.0.1","10.1.0.11","TCP","1060","","","afs3-fileserver(7000)  >  49153 [ACK] Seq=1 Ack=700001 Win=131072 Len=0 TSval=5632 TSecr=5567"
"11730","5.632703","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"11732","5.642229","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11733","5.642229","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11734","5.642229","10.1.0.11","10.1.0.1","Gryphon","1152","-46 dBm","",""
"11753","5.653095","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11754","5.653095","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11755","5.653095","10.1.0.11","10.1.0.1","Gryphon","1152","-46 dBm","",""
"11775","5.654434","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"11777","5.663900","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11778","5.663900","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
"11779","5.663900","10.1.0.11","10.1.0.1","Gryphon","1152","-46 dBm","",""
"11799","5.665293","10.1.0.1","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"11801","5.674915","10.1.0.11","10.1.0.1","Gryphon","6546","-46 dBm","",""
