"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Data rate","Info"
"29013","5.226897","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29014","5.226897","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29070","5.237598","10.1.0.4","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"29073","5.237693","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29074","5.237693","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29075","5.237693","10.1.0.11","10.1.0.4","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"29135","5.248513","10.1.0.4","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"29142","5.248617","10.1.0.11","10.1.0.4","TCP","546","","","afs3-bos(7007)  >  49153 [ACK] Seq=1 Ack=135001 Win=131072 Len=0 TSval=5260 TSecr=5213"
"29186","5.253957","10.1.0.4","10.1.0.11","TCP","1440","-46 dBm","","afs3-errors(7006)  >  49156 [ACK] Seq=1 Ack=308501 Win=131072 Len=0 TSval=5254 TSecr=5212"
"29189","5.254043","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29190","5.254043","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29191","5.254043","10.1.0.11","10.1.0.4","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"29249","5.264814","10.1.0.4","10.1.0.11","TCP","376","-46 dBm","","afs3-errors(7006)  >  49156 [ACK] Seq=1 Ack=320501 Win=131072 Len=0 TSval=5270 TSecr=5266"
"29256","5.265175","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29257","5.265175","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29313","5.275769","10.1.0.4","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"29316","5.275873","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29317","5.275873","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29318","5.275873","10.1.0.11","10.1.0.4","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"29380","5.286699","10.1.0.4","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"29389","5.286821","10.1.0.11","10.1.0.4","TCP","394","","","afs3-bos(7007)  >  49153 [ACK] Seq=1 Ack=147001 Win=131072 Len=0 TSval=5298 TSecr=5213"
"29431","5.292161","10.1.0.4","10.1.0.11","TCP","756","-46 dBm","","afs3-errors(7006)  >  49156 [ACK] Seq=1 Ack=347501 Win=131072 Len=0 TSval=5292 TSecr=5266"
"29434","5.292247","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29435","5.292247","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29436","5.292247","10.1.0.11","10.1.0.4","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"29499","5.303216","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29500","5.303216","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29501","5.303216","10.1.0.11","10.1.0.4","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"29562","5.314044","10.1.0.4","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"29565","5.314148","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29566","5.314148","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29567","5.314148","10.1.0.11","10.1.0.4","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"29626","5.324982","10.1.0.4","10.1.0.11","TCP","1060","-46 dBm","","afs3-errors(7006)  >  49156 [ACK] Seq=1 Ack=386501 Win=131072 Len=0 TSval=5330 TSecr=5304"
"29634","5.325653","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29635","5.325653","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29690","5.336178","10.1.0.4","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"29693","5.336309","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29694","5.336309","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29695","5.336309","10.1.0.11","10.1.0.4","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"29756","5.347147","10.1.0.4","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"29759","5.347269","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29760","5.347269","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29761","5.347269","10.1.0.11","10.1.0.4","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"29823","5.358116","10.1.0.4","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"29826","5.358247","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29827","5.358247","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29828","5.358247","10.1.0.11","10.1.0.4","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"29888","5.369047","10.1.0.4","10.1.0.11","TCP","1440","-46 dBm","","afs3-errors(7006)  >  49156 [ACK] Seq=1 Ack=440501 Win=131072 Len=0 TSval=5375 TSecr=5337"
"29893","5.369266","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29894","5.369266","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29951","5.379962","10.1.0.4","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"30002","5.385415","10.1.0.4","10.1.0.11","TCP","376","-46 dBm","","afs3-errors(7006)  >  49156 [ACK] Seq=1 Ack=452501 Win=131072 Len=0 TSval=5385 TSecr=5381"
"30005","5.385519","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30006","5.385519","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30007","5.385519","10.1.0.11","10.1.0.4","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"30073","5.396458","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30074","5.396458","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30075","5.396458","10.1.0.11","10.1.0.4","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"30137","5.407261","10.1.0.4","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"30140","5.407356","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30141","5.407356","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30142","5.407356","10.1.0.11","10.1.0.4","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"30204","5.418167","10.1.0.4","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"30207","5.418271","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30208","5.418271","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30209","5.418271","10.1.0.11","10.1.0.4","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"30271","5.429100","10.1.0.4","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"30275","5.429568","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30276","5.429568","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30277","5.429568","10.1.0.11","10.1.0.4","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"30339","5.440440","10.1.0.4","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"30399","5.451400","10.1.0.4","10.1.0.11","WebSocket","4800","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"30454","5.462399","10.1.0.4","10.1.0.11","TCP","1744","-46 dBm","","afs3-errors(7006)  >  49156 [ACK] Seq=1 Ack=518501 Win=131072 Len=0 TSval=5445 TSecr=5397"
"30457","5.462530","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30458","5.462530","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30459","5.462530","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30460","5.462530","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30461","5.462530","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30462","5.462530","10.1.0.11","10.1.0.4","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"30505","5.473343","10.1.0.4","10.1.0.11","TCP","908","-46 dBm","","afs3-errors(7006)  >  49156 [ACK] Seq=1 Ack=551501 Win=131072 Len=0 TSval=5479 TSecr=5474"
"30508","5.473474","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30509","5.473474","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30510","5.473474","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30511","5.473474","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30512","5.473474","10.1.0.11","10.1.0.4","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30513","5.473474","10.1.0.11","10.1.0.4","WebSocket","7046","","","WebSocket Continuation[FRAGMENT]  "
"30514","5.473474","10.1.0.11","10.1.0.4","WebSocket","7470","","","WebSocket Continuation[FRAGMENT]  "
"30515","5.473474","10.1.0.11","10.1.0.4","WebSocket","2242","","","WebSocket Continuation[FRAGMENT]  "
"30554","5.478826","10.1.0.4","10.1.0.11","TCP","832","-46 dBm","","afs3-errors(7006)  >  49156 [ACK] Seq=1 Ack=581501 Win=131072 Len=0 TSval=5487 TSecr=5474"
"30577","5.478948","10.1.0.11","10.1.0.4","WebSocket","6546","","","WebSocket Continuation[FRAGMENT]  "
"30578","5.478948","10.1.0.11","10.1.0.4","WebSocket","1152","","","WebSocket Continuation[FRAGMENT]  "
"30617","5.489756","10.1.0.4","10.1.0.11","TCP","832","-46 dBm","","afs3-errors(7006)  >  49156 [ACK] Seq=1 Ack=604001 Win=131072 Len=0 TSval=5493 TSecr=5489"
"30808","5.517125","10.1.0.11","10.1.0.4","WebSocket","6546","","","WebSocket Continuation[FRAGMENT]  "
"30809","5.517125","10.1.0.11","10.1.0.4","WebSocket","6546","","","WebSocket Continuation[FRAGMENT]  "
"30810","5.517125","10.1.0.11","10.1.0.4","WebSocket","1152","","","WebSocket Continuation[FRAGMENT]  "
"30861","5.527949","10.1.0.4","10.1.0.11","TCP","528","-46 dBm","","afs3-errors(7006)  >  49156 [ACK] Seq=1 Ack=616001 Win=131072 Len=0 TSval=5533 TSecr=5499"
"30882","5.528044","10.1.0.11","10.1.0.4","WebSocket","6546","","","WebSocket Continuation[FRAGMENT]  "
"30883","5.528044","10.1.0.11","10.1.0.4","WebSocket","6546","","","WebSocket Continuation[FRAGMENT]  "
"30884","5.528044","10.1.0.11","10.1.0.4","WebSocket","1152","","","WebSocket Continuation[FRAGMENT]  "
"30925","5.539179","10.1.0.4","10.1.0.11","TCP","604","-46 dBm","","afs3-errors(7006)  >  49156 [ACK] Seq=1 Ack=630001 Win=131072 Len=0 TSval=5544 TSecr=5510"
"31000","5.550142","10.1.0.11","10.1.0.4","WebSocket","6546","","","WebSocket Continuation[FRAGMENT]  "
