"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Data rate","Info"
"30725","5.506141","10.1.0.9","10.1.0.11","TCP","680","-41 dBm","","spg(7016)  >  49161 [ACK] Seq=1 Ack=561501 Win=131072 Len=0 TSval=5511 TSecr=5501"
"30740","5.506351","10.1.0.11","10.1.0.9","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30741","5.506351","10.1.0.11","10.1.0.9","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30789","5.517039","10.1.0.9","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"30803","5.517125","10.1.0.11","10.1.0.9","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30804","5.517125","10.1.0.11","10.1.0.9","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30805","5.517125","10.1.0.11","10.1.0.9","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"30856","5.527949","10.1.0.9","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"30870","5.528044","10.1.0.11","10.1.0.9","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30871","5.528044","10.1.0.11","10.1.0.9","WebSocket","6970","","","WebSocket Continuation[FRAGMENT]  "
"30872","5.528044","10.1.0.11","10.1.0.9","WebSocket","1152","","","WebSocket Continuation[FRAGMENT]  "
"30920","5.539179","10.1.0.9","10.1.0.11","TCP","1136","-41 dBm","","spg(7016)  >  49161 [ACK] Seq=1 Ack=602001 Win=131072 Len=0 TSval=5544 TSecr=5501"
"30936","5.539513","10.1.0.11","10.1.0.9","WebSocket","6546","","","WebSocket Continuation[FRAGMENT]  "
"30937","5.539513","10.1.0.11","10.1.0.9","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30984","5.550056","10.1.0.9","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"30998","5.550142","10.1.0.11","10.1.0.9","WebSocket","7470","","","WebSocket Continuation[FRAGMENT]  "
"30999","5.550142","10.1.0.11","10.1.0.9","WebSocket","6546","","","WebSocket Continuation[FRAGMENT]  "
"31057","5.556327","10.1.0.11","10.1.0.9","TCP","1610","","","grasp(7017)  >  49153 [ACK] Seq=1 Ack=221501 Win=131072 Len=0 TSval=5562 TSecr=5392"
"31131","5.566411","10.1.0.9","10.1.0.11","TCP","832","-41 dBm","","spg(7016)  >  49161 [ACK] Seq=1 Ack=626001 Win=131072 Len=0 TSval=5566 TSecr=5521"
"31146","5.566621","10.1.0.11","10.1.0.9","WebSocket","6546","","","WebSocket Continuation[FRAGMENT]  "
"31147","5.566621","10.1.0.11","10.1.0.9","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"31199","5.577362","10.1.0.9","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"31213","5.577475","10.1.0.11","10.1.0.9","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"31214","5.577475","10.1.0.11","10.1.0.9","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"31215","5.577475","10.1.0.11","10.1.0.9","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
