"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Data rate","Info"
"8239","4.909963","10.1.0.3","10.1.0.11","WebSocket","6952","","","WebSocket Continuation[FRAGMENT]  "
"8241","4.919477","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8242","4.919477","10.1.0.11","10.1.0.3","WebSocket","5470","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8264","4.921212","10.1.0.3","10.1.0.11","WebSocket","5952","","","WebSocket Continuation[FRAGMENT]  "
"8277","4.931878","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"8284","4.938927","10.1.0.3","10.1.0.11","WebSocket","4800","","","WebSocket Continuation[FRAGMENT]  "
"8291","4.946141","10.1.0.3","10.1.0.11","TCP","1288","","","afs3-kaserver(7004)  >  49155 [ACK] Seq=1 Ack=63001 Win=131072 Len=0 TSval=4931 TSecr=4911"
"8293","4.948197","10.1.0.11","10.1.0.3","TCP","926","-46 dBm","","afs3-volser(7005)  >  49153 [ACK] Seq=1 Ack=45001 Win=131072 Len=0 TSval=4954 TSecr=4900"
"8311","4.949505","10.1.0.3","10.1.0.11","WebSocket","4800","","","WebSocket Continuation[FRAGMENT]  "
"8313","4.957904","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8314","4.957904","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8315","4.957904","10.1.0.11","10.1.0.3","WebSocket","1652","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8333","4.959289","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"8335","4.968856","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8336","4.968856","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8337","4.968856","10.1.0.11","10.1.0.3","WebSocket","1652","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8353","4.970089","10.1.0.3","10.1.0.11","TCP","756","","","afs3-kaserver(7004)  >  49155 [ACK] Seq=1 Ack=90001 Win=131072 Len=0 TSval=4981 TSecr=4960"
"8357","4.979814","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8358","4.979814","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8373","4.980991","10.1.0.3","10.1.0.11","TCP","376","","","afs3-kaserver(7004)  >  49155 [ACK] Seq=1 Ack=102001 Win=131072 Len=0 TSval=4991 TSecr=4960"
"8379","4.990502","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8380","4.990502","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8398","4.991877","10.1.0.3","10.1.0.11","TCP","376","","","afs3-kaserver(7004)  >  49155 [ACK] Seq=1 Ack=114001 Win=131072 Len=0 TSval=5002 TSecr=4960"
"8400","5.001556","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8401","5.001556","10.1.0.11","10.1.0.3","WebSocket","7546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8419","5.002922","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"8421","5.012612","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8422","5.012612","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8423","5.012612","10.1.0.11","10.1.0.3","WebSocket","1152","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8437","5.013704","10.1.0.3","10.1.0.11","TCP","908","","","afs3-kaserver(7004)  >  49155 [ACK] Seq=1 Ack=139001 Win=131072 Len=0 TSval=5024 TSecr=4971"
"8444","5.023808","10.1.0.11","10.1.0.3","WebSocket","7470","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8445","5.023808","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8463","5.025165","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"8465","5.034647","10.1.0.11","10.1.0.3","WebSocket","7546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8466","5.034647","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8485","5.041358","10.1.0.11","10.1.0.3","TCP","622","-46 dBm","","afs3-volser(7005)  >  49153 [ACK] Seq=1 Ack=66001 Win=131072 Len=0 TSval=5042 TSecr=4960"
"8505","5.042666","10.1.0.3","10.1.0.11","TCP","908","","","afs3-kaserver(7004)  >  49155 [ACK] Seq=1 Ack=166001 Win=131072 Len=0 TSval=5047 TSecr=4993"
"8526","5.052418","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"8528","5.061994","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8529","5.061994","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8530","5.061994","10.1.0.11","10.1.0.3","WebSocket","1152","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8550","5.063342","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"8552","5.072963","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8553","5.072963","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8554","5.072963","10.1.0.11","10.1.0.3","WebSocket","1152","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8574","5.074320","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"8576","5.083932","10.1.0.11","10.1.0.3","WebSocket","7546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8577","5.083932","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8597","5.085325","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"8599","5.094892","10.1.0.11","10.1.0.3","WebSocket","7470","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8600","5.094892","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8618","5.096107","10.1.0.3","10.1.0.11","TCP","1820","","","afs3-kaserver(7004)  >  49155 [ACK] Seq=1 Ack=217001 Win=131072 Len=0 TSval=5107 TSecr=5034"
"8622","5.105834","10.1.0.11","10.1.0.3","WebSocket","7046","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8623","5.105834","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8641","5.107165","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"8662","5.128011","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8663","5.128011","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8664","5.128011","10.1.0.11","10.1.0.3","WebSocket","1652","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8684","5.129395","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"8686","5.138980","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8687","5.138980","10.1.0.11","10.1.0.3","WebSocket","7470","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8707","5.140364","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"8709","5.149931","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8710","5.149931","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8711","5.149931","10.1.0.11","10.1.0.3","WebSocket","1652","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8731","5.151262","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"8745","5.162206","10.1.0.3","10.1.0.11","WebSocket","4800","","","WebSocket Continuation[FRAGMENT]  "
"8748","5.171178","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8749","5.171178","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8750","5.171178","10.1.0.11","10.1.0.3","WebSocket","1652","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8770","5.172526","10.1.0.3","10.1.0.11","TCP","1896","","","afs3-kaserver(7004)  >  49155 [ACK] Seq=1 Ack=282501 Win=131072 Len=0 TSval=5183 TSecr=5113"
"8773","5.181500","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8774","5.181500","10.1.0.11","10.1.0.3","WebSocket","7470","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8794","5.182857","10.1.0.3","10.1.0.11","TCP","452","","","afs3-kaserver(7004)  >  49155 [ACK] Seq=1 Ack=297001 Win=131072 Len=0 TSval=5193 TSecr=5113"
"8796","5.186449","10.1.0.11","10.1.0.3","WebSocket","3318","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8817","5.192431","10.1.0.11","10.1.0.3","WebSocket","7046","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8818","5.192431","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8838","5.193825","10.1.0.3","10.1.0.11","TCP","528","","","afs3-kaserver(7004)  >  49155 [ACK] Seq=1 Ack=311001 Win=131072 Len=0 TSval=5204 TSecr=5189"
"8840","5.197721","10.1.0.11","10.1.0.3","WebSocket","4818","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8862","5.199225","10.1.0.3","10.1.0.11","TCP","224","","","afs3-kaserver(7004)  >  49155 [ACK] Seq=1 Ack=317001 Win=131072 Len=0 TSval=5210 TSecr=5189"
"8864","5.200641","10.1.0.11","10.1.0.3","TCP","1458","-46 dBm","","afs3-volser(7005)  >  49153 [ACK] Seq=1 Ack=120001 Win=131072 Len=0 TSval=5178 TSecr=5053"
"8886","5.202097","10.1.0.3","10.1.0.11","WebSocket","3224","","","WebSocket Continuation[FRAGMENT]  "
"8888","5.208903","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8889","5.208903","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8890","5.208903","10.1.0.11","10.1.0.3","WebSocket","1652","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8910","5.210260","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"8912","5.219827","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8913","5.219827","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8914","5.219827","10.1.0.11","10.1.0.3","WebSocket","1652","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8930","5.221078","10.1.0.3","10.1.0.11","TCP","756","","","afs3-kaserver(7004)  >  49155 [ACK] Seq=1 Ack=344001 Win=131072 Len=0 TSval=5232 TSecr=5189"
"8935","5.231114","10.1.0.11","10.1.0.3","WebSocket","7546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8936","5.231114","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8956","5.242005","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8957","5.242005","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8958","5.242005","10.1.0.11","10.1.0.3","WebSocket","1152","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"8978","5.243353","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"8980","5.248785","10.1.0.11","10.1.0.3","TCP","470","-46 dBm","","afs3-volser(7005)  >  49153 [ACK] Seq=1 Ack=135001 Win=131072 Len=0 TSval=5260 TSecr=5213"
"9000","5.250093","10.1.0.3","10.1.0.11","TCP","984","","","afs3-kaserver(7004)  >  49155 [ACK] Seq=1 Ack=369001 Win=131072 Len=0 TSval=5254 TSecr=5204"
"9002","5.258451","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9003","5.258451","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9004","5.258451","10.1.0.11","10.1.0.3","WebSocket","1152","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9020","5.259542","10.1.0.3","10.1.0.11","TCP","604","","","afs3-kaserver(7004)  >  49155 [ACK] Seq=1 Ack=383001 Win=131072 Len=0 TSval=5270 TSecr=5215"
"9046","5.270609","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"9048","5.280233","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9049","5.280233","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9050","5.280233","10.1.0.11","10.1.0.3","WebSocket","1152","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9071","5.281667","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"9073","5.286893","10.1.0.11","10.1.0.3","TCP","394","-46 dBm","","afs3-volser(7005)  >  49153 [ACK] Seq=1 Ack=147001 Win=131072 Len=0 TSval=5298 TSecr=5213"
"9093","5.288201","10.1.0.3","10.1.0.11","TCP","528","","","afs3-kaserver(7004)  >  49155 [ACK] Seq=1 Ack=395001 Win=131072 Len=0 TSval=5292 TSecr=5225"
"9095","5.296559","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9096","5.296559","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9097","5.296559","10.1.0.11","10.1.0.3","WebSocket","1152","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9117","5.297943","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"9136","5.308884","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"9138","5.318524","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9139","5.318524","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9140","5.318524","10.1.0.11","10.1.0.3","WebSocket","1152","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9161","5.329549","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9162","5.329549","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9182","5.330906","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"9184","5.340621","10.1.0.11","10.1.0.3","WebSocket","7546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9185","5.340621","10.1.0.11","10.1.0.3","WebSocket","6470","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9205","5.341987","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"9207","5.351581","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9208","5.351581","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9209","5.351581","10.1.0.11","10.1.0.3","WebSocket","1152","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9229","5.352956","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"9248","5.363775","10.1.0.3","10.1.0.11","TCP","2428","","","afs3-kaserver(7004)  >  49155 [ACK] Seq=1 Ack=459001 Win=131072 Len=0 TSval=5363 TSecr=5276"
"9252","5.373514","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9253","5.373514","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9254","5.373514","10.1.0.11","10.1.0.3","WebSocket","1152","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9275","5.374930","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"9277","5.380163","10.1.0.11","10.1.0.3","TCP","1002","-46 dBm","","afs3-volser(7005)  >  49153 [ACK] Seq=1 Ack=183001 Win=131072 Len=0 TSval=5392 TSecr=5261"
"9297","5.381471","10.1.0.3","10.1.0.11","TCP","604","","","afs3-kaserver(7004)  >  49155 [ACK] Seq=1 Ack=473001 Win=131072 Len=0 TSval=5386 TSecr=5287"
"9299","5.389879","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9300","5.389879","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9301","5.389879","10.1.0.11","10.1.0.3","WebSocket","1652","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9322","5.391277","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"9324","5.400770","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9325","5.400770","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9326","5.400770","10.1.0.11","10.1.0.3","WebSocket","1652","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9344","5.402101","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"9364","5.422583","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9365","5.422583","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9366","5.422583","10.1.0.11","10.1.0.3","WebSocket","1652","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9386","5.423940","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"9389","5.433896","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9390","5.433896","10.1.0.11","10.1.0.3","WebSocket","6970","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9391","5.433896","10.1.0.11","10.1.0.3","WebSocket","1152","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9411","5.435280","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"9413","5.444901","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9414","5.444901","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9415","5.444901","10.1.0.11","10.1.0.3","WebSocket","1152","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9435","5.446240","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"9449","5.457239","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"9451","5.467322","10.1.0.11","10.1.0.3","WebSocket","6546","-43 dBm","","WebSocket Continuation[FRAGMENT]  "
"9452","5.467322","10.1.0.11","10.1.0.3","WebSocket","6546","-43 dBm","","WebSocket Continuation[FRAGMENT]  "
"9453","5.467322","10.1.0.11","10.1.0.3","WebSocket","6546","-43 dBm","","WebSocket Continuation[FRAGMENT]  "
"9454","5.467322","10.1.0.11","10.1.0.3","WebSocket","6546","-43 dBm","","WebSocket Continuation[FRAGMENT]  "
"9455","5.467322","10.1.0.11","10.1.0.3","WebSocket","6546","-43 dBm","","WebSocket Continuation[FRAGMENT]  "
"9456","5.467322","10.1.0.11","10.1.0.3","WebSocket","1152","-43 dBm","","WebSocket Continuation[FRAGMENT]  "
"9468","5.468183","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"9477","5.477922","10.1.0.3","10.1.0.11","TCP","832","","","afs3-kaserver(7004)  >  49155 [ACK] Seq=1 Ack=500001 Win=131072 Len=0 TSval=5413 TSecr=5381"
"9479","5.483260","10.1.0.11","10.1.0.3","WebSocket","6970","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9480","5.483260","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9498","5.484484","10.1.0.3","10.1.0.11","TCP","2808","","","afs3-kaserver(7004)  >  49155 [ACK] Seq=1 Ack=583501 Win=131072 Len=0 TSval=5495 TSecr=5491"
"9502","5.493784","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9503","5.493784","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9522","5.499640","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9523","5.499640","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9524","5.499640","10.1.0.11","10.1.0.3","WebSocket","1652","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9542","5.500869","10.1.0.3","10.1.0.11","TCP","680","","","afs3-kaserver(7004)  >  49155 [ACK] Seq=1 Ack=607501 Win=131072 Len=0 TSval=5511 TSecr=5501"
"9546","5.510599","10.1.0.11","10.1.0.3","WebSocket","6394","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9547","5.510599","10.1.0.11","10.1.0.3","WebSocket","7546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9568","5.512007","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"9570","5.521501","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9571","5.521501","10.1.0.11","10.1.0.3","WebSocket","6546","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9572","5.521501","10.1.0.11","10.1.0.3","WebSocket","1152","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"9593","5.522917","10.1.0.3","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
