"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Data rate","Info"
"4844","4.881069","10.1.0.11","10.1.0.9","WebSocket","7470","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"4865","4.882485","10.1.0.9","10.1.0.11","WebSocket","6528","","","WebSocket Continuation[FRAGMENT]  "
"4867","4.887695","10.1.0.11","10.1.0.9","TCP","622","-41 dBm","","grasp(7017)  >  49153 [ACK] Seq=1 Ack=13001 Win=131072 Len=0 TSval=4899 TSecr=4877"
"4887","4.889003","10.1.0.9","10.1.0.11","TCP","452","","","spg(7016)  >  49161 [ACK] Seq=1 Ack=32501 Win=131072 Len=0 TSval=4893 TSecr=4888"
"4889","4.897571","10.1.0.11","10.1.0.9","WebSocket","7470","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"4890","4.897571","10.1.0.11","10.1.0.9","WebSocket","6546","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"4911","4.899032","10.1.0.9","10.1.0.11","WebSocket","5876","","","WebSocket Continuation[FRAGMENT]  "
"4933","4.909963","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"4935","4.919477","10.1.0.11","10.1.0.9","WebSocket","6546","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"4936","4.919477","10.1.0.11","10.1.0.9","WebSocket","7546","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"4956","4.921212","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"4958","4.931044","10.1.0.11","10.1.0.9","WebSocket","6546","-38 dBm","","WebSocket Continuation[FRAGMENT]  "
"4959","4.931044","10.1.0.11","10.1.0.9","WebSocket","6546","-38 dBm","","WebSocket Continuation[FRAGMENT]  "
"4960","4.931044","10.1.0.11","10.1.0.9","WebSocket","6546","-38 dBm","","WebSocket Continuation[FRAGMENT]  "
"4961","4.931044","10.1.0.11","10.1.0.9","WebSocket","1152","-38 dBm","","WebSocket Continuation[FRAGMENT]  "
"4979","4.938927","10.1.0.9","10.1.0.11","WebSocket","4800","","","WebSocket Continuation[FRAGMENT]  "
"4988","4.946141","10.1.0.9","10.1.0.11","WebSocket","1634","","","WebSocket Continuation[FRAGMENT]  "
"5009","4.949505","10.1.0.9","10.1.0.11","TCP","1668","","","spg(7016)  >  49161 [ACK] Seq=1 Ack=78001 Win=131072 Len=0 TSval=4941 TSecr=4917"
"5011","4.957904","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5012","4.957904","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5013","4.957904","10.1.0.11","10.1.0.9","WebSocket","1652","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5033","4.959289","10.1.0.9","10.1.0.11","WebSocket","2724","","","WebSocket Continuation[FRAGMENT]  "
"5035","4.968856","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5036","4.968856","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5037","4.968856","10.1.0.11","10.1.0.9","WebSocket","1652","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5055","4.970089","10.1.0.9","10.1.0.11","TCP","756","","","spg(7016)  >  49161 [ACK] Seq=1 Ack=104501 Win=131072 Len=0 TSval=4980 TSecr=4965"
"5080","4.990502","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5081","4.990502","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5101","4.991877","10.1.0.9","10.1.0.11","TCP","376","","","spg(7016)  >  49161 [ACK] Seq=1 Ack=116501 Win=131072 Len=0 TSval=5002 TSecr=4965"
"5103","5.001556","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5104","5.001556","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5105","5.001556","10.1.0.11","10.1.0.9","WebSocket","1652","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5125","5.002922","10.1.0.9","10.1.0.11","TCP","452","","","spg(7016)  >  49161 [ACK] Seq=1 Ack=131501 Win=131072 Len=0 TSval=5014 TSecr=4987"
"5148","5.023808","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5149","5.023808","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5169","5.025165","10.1.0.9","10.1.0.11","TCP","376","","","spg(7016)  >  49161 [ACK] Seq=1 Ack=143501 Win=131072 Len=0 TSval=5035 TSecr=4987"
"5171","5.034647","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5172","5.034647","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5173","5.034647","10.1.0.11","10.1.0.9","WebSocket","1652","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5193","5.036031","10.1.0.9","10.1.0.11","TCP","376","","","spg(7016)  >  49161 [ACK] Seq=1 Ack=155501 Win=131072 Len=0 TSval=5046 TSecr=4987"
"5195","5.041358","10.1.0.11","10.1.0.9","TCP","774","-41 dBm","","grasp(7017)  >  49153 [ACK] Seq=1 Ack=39001 Win=131072 Len=0 TSval=4976 TSecr=4900"
"5215","5.042666","10.1.0.9","10.1.0.11","WebSocket","4800","","","WebSocket Continuation[FRAGMENT]  "
"5217","5.051042","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5218","5.051042","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5219","5.051042","10.1.0.11","10.1.0.9","WebSocket","1652","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5239","5.052418","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"5260","5.063342","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"5262","5.072963","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5263","5.072963","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5264","5.072963","10.1.0.11","10.1.0.9","WebSocket","1652","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5284","5.074320","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"5286","5.083932","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5287","5.083932","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5288","5.083932","10.1.0.11","10.1.0.9","WebSocket","1652","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5308","5.085325","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"5310","5.094892","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5311","5.094892","10.1.0.11","10.1.0.9","WebSocket","4818","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5329","5.096107","10.1.0.9","10.1.0.11","TCP","1364","","","spg(7016)  >  49161 [ACK] Seq=1 Ack=206501 Win=131072 Len=0 TSval=5106 TSecr=5053"
"5333","5.105834","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5334","5.105834","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5354","5.107165","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"5356","5.116750","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5357","5.116750","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5358","5.116750","10.1.0.11","10.1.0.9","WebSocket","1652","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5378","5.118107","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"5381","5.128011","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5382","5.128011","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5383","5.128011","10.1.0.11","10.1.0.9","WebSocket","1652","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5403","5.129395","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"5424","5.140364","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"5426","5.149931","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5427","5.149931","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5428","5.149931","10.1.0.11","10.1.0.9","WebSocket","1652","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5448","5.151261","10.1.0.9","10.1.0.11","TCP","1440","","","spg(7016)  >  49161 [ACK] Seq=1 Ack=260501 Win=131072 Len=0 TSval=5162 TSecr=5113"
"5450","5.161277","10.1.0.11","10.1.0.9","WebSocket","6394","-38 dBm","","WebSocket Continuation[FRAGMENT]  "
"5451","5.161277","10.1.0.11","10.1.0.9","WebSocket","6394","-38 dBm","","WebSocket Continuation[FRAGMENT]  "
"5452","5.161277","10.1.0.11","10.1.0.9","WebSocket","6394","-38 dBm","","WebSocket Continuation[FRAGMENT]  "
"5453","5.161277","10.1.0.11","10.1.0.9","WebSocket","6394","-38 dBm","","WebSocket Continuation[FRAGMENT]  "
"5454","5.161277","10.1.0.11","10.1.0.9","WebSocket","6394","-38 dBm","","WebSocket Continuation[FRAGMENT]  "
"5455","5.161277","10.1.0.11","10.1.0.9","WebSocket","1652","-38 dBm","","WebSocket Continuation[FRAGMENT]  "
"5468","5.162206","10.1.0.9","10.1.0.11","TCP","832","","","spg(7016)  >  49161 [ACK] Seq=1 Ack=290501 Win=131072 Len=0 TSval=5173 TSecr=5168"
"5471","5.171178","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5472","5.171178","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5473","5.171178","10.1.0.11","10.1.0.9","WebSocket","1652","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5493","5.172526","10.1.0.9","10.1.0.11","TCP","452","","","spg(7016)  >  49161 [ACK] Seq=1 Ack=305501 Win=131072 Len=0 TSval=5183 TSecr=5168"
"5496","5.181500","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5497","5.181500","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5498","5.181500","10.1.0.11","10.1.0.9","WebSocket","1652","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5518","5.182857","10.1.0.9","10.1.0.11","TCP","376","","","spg(7016)  >  49161 [ACK] Seq=1 Ack=317501 Win=131072 Len=0 TSval=5193 TSecr=5168"
"5520","5.186449","10.1.0.11","10.1.0.9","WebSocket","3242","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5560","5.193825","10.1.0.9","10.1.0.11","TCP","134","","","spg(7016)  >  49161 [ACK] Seq=1 Ack=320501 Win=131072 Len=0 TSval=5198 TSecr=5178"
"5562","5.197721","10.1.0.11","10.1.0.9","WebSocket","4818","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5584","5.199225","10.1.0.9","10.1.0.11","TCP","224","","","spg(7016)  >  49161 [ACK] Seq=1 Ack=326501 Win=131072 Len=0 TSval=5210 TSecr=5178"
"5586","5.200641","10.1.0.11","10.1.0.9","TCP","1458","-41 dBm","","grasp(7017)  >  49153 [ACK] Seq=1 Ack=92501 Win=131072 Len=0 TSval=5157 TSecr=5053"
"5608","5.202097","10.1.0.9","10.1.0.11","WebSocket","3224","","","WebSocket Continuation[FRAGMENT]  "
"5610","5.208903","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5611","5.208903","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5612","5.208903","10.1.0.11","10.1.0.9","WebSocket","1652","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5632","5.210260","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"5651","5.221078","10.1.0.9","10.1.0.11","TCP","376","","","spg(7016)  >  49161 [ACK] Seq=1 Ack=338501 Win=131072 Len=0 TSval=5220 TSecr=5178"
"5656","5.231114","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5657","5.231114","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5678","5.232566","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"5680","5.242005","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5681","5.242005","10.1.0.11","10.1.0.9","WebSocket","7546","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5701","5.243353","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"5722","5.250093","10.1.0.9","10.1.0.11","TCP","756","","","spg(7016)  >  49161 [ACK] Seq=1 Ack=364001 Win=131072 Len=0 TSval=5254 TSecr=5189"
"5739","5.259542","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"5745","5.269183","10.1.0.11","10.1.0.9","WebSocket","7470","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5746","5.269183","10.1.0.11","10.1.0.9","WebSocket","5470","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5765","5.270609","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"5767","5.280233","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5768","5.280233","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5769","5.280233","10.1.0.11","10.1.0.9","WebSocket","1652","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5789","5.286893","10.1.0.11","10.1.0.9","TCP","926","-41 dBm","","grasp(7017)  >  49153 [ACK] Seq=1 Ack=125501 Win=131072 Len=0 TSval=5287 TSecr=5213"
"5809","5.288201","10.1.0.9","10.1.0.11","TCP","832","","","spg(7016)  >  49161 [ACK] Seq=1 Ack=390501 Win=131072 Len=0 TSval=5292 TSecr=5238"
"5830","5.297943","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"5832","5.307544","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5833","5.307544","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5834","5.307544","10.1.0.11","10.1.0.9","WebSocket","1652","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5854","5.308884","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"5856","5.318524","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5857","5.318524","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5858","5.318524","10.1.0.11","10.1.0.9","WebSocket","1652","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5875","5.319710","10.1.0.9","10.1.0.11","TCP","756","","","spg(7016)  >  49161 [ACK] Seq=1 Ack=417501 Win=131072 Len=0 TSval=5330 TSecr=5266"
"5882","5.329549","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5883","5.329549","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5903","5.330906","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"5905","5.340621","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5906","5.340621","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5907","5.340621","10.1.0.11","10.1.0.9","WebSocket","1652","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5927","5.341987","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"5948","5.352956","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"5950","5.362559","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5951","5.362559","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5952","5.362559","10.1.0.11","10.1.0.9","WebSocket","1652","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5970","5.363775","10.1.0.9","10.1.0.11","TCP","1060","","","spg(7016)  >  49161 [ACK] Seq=1 Ack=456501 Win=131072 Len=0 TSval=5375 TSecr=5337"
"5974","5.373514","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5975","5.373514","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"5994","5.374930","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"5996","5.380163","10.1.0.11","10.1.0.9","TCP","1002","-41 dBm","","grasp(7017)  >  49153 [ACK] Seq=1 Ack=161501 Win=131072 Len=0 TSval=5392 TSecr=5299"
"6015","5.389879","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6016","5.389879","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6017","5.389879","10.1.0.11","10.1.0.9","WebSocket","1652","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6038","5.391277","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"6059","5.402101","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"6061","5.411668","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6062","5.411668","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6063","5.411668","10.1.0.11","10.1.0.9","WebSocket","1652","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6083","5.413007","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"6085","5.422583","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6086","5.422583","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6087","5.422583","10.1.0.11","10.1.0.9","WebSocket","1652","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6107","5.423940","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"6110","5.433896","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6111","5.433896","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6112","5.433896","10.1.0.11","10.1.0.9","WebSocket","1652","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6132","5.435280","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"6134","5.444901","10.1.0.11","10.1.0.9","WebSocket","1652","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6152","5.446240","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"6176","5.468183","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"6185","5.477922","10.1.0.9","10.1.0.11","TCP","832","","","spg(7016)  >  49161 [ACK] Seq=1 Ack=486501 Win=131072 Len=0 TSval=5421 TSecr=5381"
"6187","5.483260","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6188","5.483260","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6189","5.483260","10.1.0.11","10.1.0.9","WebSocket","1652","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6207","5.484484","10.1.0.9","10.1.0.11","TCP","1364","","","spg(7016)  >  49161 [ACK] Seq=1 Ack=537501 Win=131072 Len=0 TSval=5495 TSecr=5491"
"6211","5.493784","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6212","5.493784","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6231","5.499640","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6232","5.499640","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6233","5.499640","10.1.0.11","10.1.0.9","WebSocket","1652","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6251","5.500869","10.1.0.9","10.1.0.11","TCP","680","","","spg(7016)  >  49161 [ACK] Seq=1 Ack=561501 Win=131072 Len=0 TSval=5511 TSecr=5501"
"6255","5.510599","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6256","5.510599","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6277","5.512007","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"6279","5.521501","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6280","5.521501","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6281","5.521501","10.1.0.11","10.1.0.9","WebSocket","1652","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6302","5.522917","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"6304","5.532452","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6305","5.532452","10.1.0.11","10.1.0.9","WebSocket","6970","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6306","5.532452","10.1.0.11","10.1.0.9","WebSocket","1152","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6323","5.533907","10.1.0.9","10.1.0.11","TCP","1136","","","spg(7016)  >  49161 [ACK] Seq=1 Ack=602001 Win=131072 Len=0 TSval=5544 TSecr=5501"
"6329","5.543409","10.1.0.11","10.1.0.9","WebSocket","6546","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6330","5.543409","10.1.0.11","10.1.0.9","WebSocket","6394","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6350","5.544784","10.1.0.9","10.1.0.11","WebSocket","6376","","","WebSocket Continuation[FRAGMENT]  "
"6352","5.554454","10.1.0.11","10.1.0.9","WebSocket","7470","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6353","5.554454","10.1.0.11","10.1.0.9","WebSocket","6546","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"6372","5.557075","10.1.0.11","10.1.0.9","TCP","1610","-41 dBm","","grasp(7017)  >  49153 [ACK] Seq=1 Ack=221501 Win=131072 Len=0 TSval=5562 TSecr=5392"
