"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Data rate","Info"
"26722","4.871272","10.1.0.10","10.1.0.11","WebSocket","6528","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"26772","4.876726","10.1.0.10","10.1.0.11","TCP","604","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=21001 Win=131072 Len=0 TSval=4875 TSecr=4871"
"26791","4.876821","10.1.0.11","10.1.0.10","WebSocket","6546","","","WebSocket Continuation[FRAGMENT]  "
"26792","4.876821","10.1.0.11","10.1.0.10","WebSocket","7470","","","WebSocket Continuation[FRAGMENT]  "
"26834","4.887645","10.1.0.10","10.1.0.11","WebSocket","6528","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"26910","4.893211","10.1.0.11","10.1.0.10","WebSocket","7470","","","WebSocket Continuation[FRAGMENT]  "
"26911","4.893211","10.1.0.11","10.1.0.10","WebSocket","6546","","","WebSocket Continuation[FRAGMENT]  "
"26948","4.904064","10.1.0.10","10.1.0.11","WebSocket","1134","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"27014","4.914995","10.1.0.10","10.1.0.11","TCP","908","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=47001 Win=131072 Len=0 TSval=4909 TSecr=4892"
"27025","4.915117","10.1.0.11","10.1.0.10","WebSocket","6546","","","WebSocket Continuation[FRAGMENT]  "
"27026","4.915117","10.1.0.11","10.1.0.10","WebSocket","7546","","","WebSocket Continuation[FRAGMENT]  "
"27074","4.926244","10.1.0.10","10.1.0.11","TCP","528","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=60001 Win=131072 Len=0 TSval=4931 TSecr=4927"
"27090","4.926348","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"27091","4.926348","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"27092","4.926348","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"27093","4.926348","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"27094","4.926348","10.1.0.11","10.1.0.10","WebSocket","7546","","","WebSocket Continuation[FRAGMENT]  "
"27122","4.937150","10.1.0.10","10.1.0.11","TCP","908","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=91001 Win=131072 Len=0 TSval=4943 TSecr=4927"
"27219","4.948157","10.1.0.11","10.1.0.10","TCP","698","","","doceri-ctl(7019)  >  49153 [ACK] Seq=1 Ack=15001 Win=131072 Len=0 TSval=4916 TSecr=4878"
"27257","4.953497","10.1.0.10","10.1.0.11","WebSocket","4800","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"27285","4.953592","10.1.0.11","10.1.0.10","WebSocket","6970","","","WebSocket Continuation[FRAGMENT]  "
"27286","4.953592","10.1.0.11","10.1.0.10","WebSocket","6970","","","WebSocket Continuation[FRAGMENT]  "
"27323","4.964449","10.1.0.10","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"27351","4.964544","10.1.0.11","10.1.0.10","WebSocket","6970","","","WebSocket Continuation[FRAGMENT]  "
"27352","4.964544","10.1.0.11","10.1.0.10","WebSocket","6970","","","WebSocket Continuation[FRAGMENT]  "
"27387","4.975361","10.1.0.10","10.1.0.11","TCP","832","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=117001 Win=131072 Len=0 TSval=4981 TSecr=4949"
"27444","4.986263","10.1.0.10","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"27466","4.986606","10.1.0.11","10.1.0.10","WebSocket","6546","","","WebSocket Continuation[FRAGMENT]  "
"27467","4.986606","10.1.0.11","10.1.0.10","WebSocket","6546","","","WebSocket Continuation[FRAGMENT]  "
"27508","4.997149","10.1.0.10","10.1.0.11","TCP","528","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=129001 Win=131072 Len=0 TSval=5003 TSecr=4957"
"27535","4.997244","10.1.0.11","10.1.0.10","WebSocket","6546","","","WebSocket Continuation[FRAGMENT]  "
"27536","4.997244","10.1.0.11","10.1.0.10","WebSocket","7546","","","WebSocket Continuation[FRAGMENT]  "
"27573","5.008082","10.1.0.10","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"27635","5.018976","10.1.0.10","10.1.0.11","TCP","528","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=142001 Win=131072 Len=0 TSval=5013 TSecr=4987"
"27656","5.019656","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"27657","5.019656","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"27700","5.030197","10.1.0.10","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"27722","5.030319","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"27723","5.030319","10.1.0.11","10.1.0.10","WebSocket","6470","","","WebSocket Continuation[FRAGMENT]  "
"27724","5.030319","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"27763","5.041191","10.1.0.10","10.1.0.11","WebSocket","1634","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"27813","5.046626","10.1.0.10","10.1.0.11","TCP","756","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=167501 Win=131072 Len=0 TSval=5047 TSecr=4988"
"27887","5.057682","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"27888","5.057682","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"27889","5.057682","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"27947","5.068502","10.1.0.10","10.1.0.11","TCP","376","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=179501 Win=131072 Len=0 TSval=5073 TSecr=5009"
"27960","5.068651","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"27961","5.068651","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"27962","5.068651","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"28010","5.079480","10.1.0.10","10.1.0.11","TCP","452","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=194501 Win=131072 Len=0 TSval=5085 TSecr=5031"
"28030","5.079620","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28031","5.079620","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28032","5.079620","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"28076","5.090485","10.1.0.10","10.1.0.11","TCP","376","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=206501 Win=131072 Len=0 TSval=5095 TSecr=5058"
"28093","5.090580","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28094","5.090580","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28095","5.090580","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"28134","5.101379","10.1.0.10","10.1.0.11","TCP","452","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=221501 Win=131072 Len=0 TSval=5107 TSecr=5058"
"28155","5.101634","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28156","5.101634","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28195","5.112325","10.1.0.10","10.1.0.11","TCP","376","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=233501 Win=131072 Len=0 TSval=5117 TSecr=5080"
"28223","5.112438","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28224","5.112438","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28225","5.112438","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"28262","5.123267","10.1.0.10","10.1.0.11","TCP","376","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=245501 Win=131072 Len=0 TSval=5128 TSecr=5091"
"28339","5.134668","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28340","5.134668","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28341","5.134668","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"28393","5.145524","10.1.0.10","10.1.0.11","TCP","452","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=260501 Win=131072 Len=0 TSval=5151 TSecr=5102"
"28407","5.145619","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28408","5.145619","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28409","5.145619","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"28459","5.156422","10.1.0.10","10.1.0.11","TCP","376","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=272501 Win=131072 Len=0 TSval=5161 TSecr=5113"
"28484","5.156516","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28485","5.156516","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28486","5.156516","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28487","5.156516","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28488","5.156516","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28489","5.156516","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"28519","5.166678","10.1.0.10","10.1.0.11","TCP","908","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=305501 Win=131072 Len=0 TSval=5173 TSecr=5157"
"28547","5.166850","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28548","5.166850","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28549","5.166850","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"28585","5.176998","10.1.0.10","10.1.0.11","TCP","376","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=317501 Win=131072 Len=0 TSval=5183 TSecr=5157"
"28612","5.177188","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28613","5.177188","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28614","5.177188","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"28651","5.184545","10.1.0.10","10.1.0.11","TCP","452","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=332501 Win=131072 Len=0 TSval=5194 TSecr=5168"
"28723","5.188119","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28724","5.188119","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28725","5.188119","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"28762","5.194857","10.1.0.10","10.1.0.11","TCP","376","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=344501 Win=131072 Len=0 TSval=5204 TSecr=5178"
"28828","5.199989","10.1.0.11","10.1.0.10","TCP","850","","","doceri-ctl(7019)  >  49153 [ACK] Seq=1 Ack=45001 Win=131072 Len=0 TSval=5053 TSecr=4960"
"28871","5.204505","10.1.0.10","10.1.0.11","WebSocket","3224","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"28939","5.215420","10.1.0.10","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"28958","5.215515","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28959","5.215515","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28960","5.215515","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"29003","5.226350","10.1.0.10","10.1.0.11","TCP","452","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=359501 Win=131072 Len=0 TSval=5232 TSecr=5178"
"29025","5.226897","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29026","5.226897","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29066","5.237598","10.1.0.10","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"29131","5.248513","10.1.0.10","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"29144","5.248617","10.1.0.11","10.1.0.10","TCP","622","","","doceri-ctl(7019)  >  49153 [ACK] Seq=1 Ack=66001 Win=131072 Len=0 TSval=5260 TSecr=5213"
"29181","5.253957","10.1.0.10","10.1.0.11","TCP","376","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=371501 Win=131072 Len=0 TSval=5243 TSecr=5189"
"29198","5.254043","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29199","5.254043","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29200","5.254043","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"29245","5.264814","10.1.0.10","10.1.0.11","TCP","376","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=383501 Win=131072 Len=0 TSval=5270 TSecr=5196"
"29266","5.265175","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29267","5.265175","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29308","5.275769","10.1.0.10","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"29336","5.275873","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29337","5.275873","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29338","5.275873","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"29375","5.286699","10.1.0.10","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"29427","5.292161","10.1.0.10","10.1.0.11","TCP","756","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=410501 Win=131072 Len=0 TSval=5292 TSecr=5238"
"29492","5.303103","10.1.0.10","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"29505","5.303216","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29506","5.303216","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29507","5.303216","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"29557","5.314044","10.1.0.10","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"29577","5.314148","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29578","5.314148","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29579","5.314148","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"29622","5.324982","10.1.0.10","10.1.0.11","TCP","756","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=437501 Win=131072 Len=0 TSval=5330 TSecr=5277"
"29646","5.325653","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29647","5.325653","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29686","5.336178","10.1.0.10","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"29752","5.347147","10.1.0.10","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"29762","5.347269","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29763","5.347269","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29764","5.347269","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"29835","5.358247","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29836","5.358247","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29837","5.358247","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"29884","5.369047","10.1.0.10","10.1.0.11","TCP","1060","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=476501 Win=131072 Len=0 TSval=5375 TSecr=5304"
"29904","5.369266","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29905","5.369266","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29946","5.379962","10.1.0.10","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"29958","5.380075","10.1.0.11","10.1.0.10","TCP","1154","","","doceri-ctl(7019)  >  49153 [ACK] Seq=1 Ack=108001 Win=131072 Len=0 TSval=5392 TSecr=5261"
"29997","5.385415","10.1.0.10","10.1.0.11","TCP","376","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=488501 Win=131072 Len=0 TSval=5385 TSecr=5337"
"30026","5.385519","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30027","5.385519","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30028","5.385519","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"30066","5.396309","10.1.0.10","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"30132","5.407261","10.1.0.10","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"30146","5.407356","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30147","5.407356","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30148","5.407356","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"30200","5.418167","10.1.0.10","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"30219","5.418271","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30220","5.418271","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30221","5.418271","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"30267","5.429100","10.1.0.10","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"30293","5.429568","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30294","5.429568","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30295","5.429568","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"30335","5.440440","10.1.0.10","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"30356","5.440589","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30357","5.440589","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30358","5.440589","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"30449","5.462399","10.1.0.10","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"30469","5.462530","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"30501","5.473343","10.1.0.10","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"30550","5.478826","10.1.0.10","10.1.0.11","TCP","832","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=518501 Win=131072 Len=0 TSval=5432 TSecr=5381"
"30574","5.478948","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30575","5.478948","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30576","5.478948","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"30612","5.489756","10.1.0.10","10.1.0.11","TCP","1364","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=569501 Win=131072 Len=0 TSval=5495 TSecr=5491"
"30634","5.489984","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30635","5.489984","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30686","5.495328","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30687","5.495328","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30688","5.495328","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"30726","5.506141","10.1.0.10","10.1.0.11","TCP","756","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=596501 Win=131072 Len=0 TSval=5512 TSecr=5501"
"30748","5.506351","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30749","5.506351","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30790","5.517039","10.1.0.10","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"30857","5.527949","10.1.0.10","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"30873","5.528044","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30874","5.528044","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30875","5.528044","10.1.0.11","10.1.0.10","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"30921","5.539179","10.1.0.10","10.1.0.11","TCP","680","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=620501 Win=131072 Len=0 TSval=5544 TSecr=5501"
"30942","5.539513","10.1.0.11","10.1.0.10","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30943","5.539513","10.1.0.11","10.1.0.10","WebSocket","6470","","","WebSocket Continuation[FRAGMENT]  "
"30985","5.550056","10.1.0.10","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"31012","5.550142","10.1.0.11","10.1.0.10","WebSocket","6546","","","WebSocket Continuation[FRAGMENT]  "
"31013","5.550142","10.1.0.11","10.1.0.10","WebSocket","7470","","","WebSocket Continuation[FRAGMENT]  "
"31056","5.556327","10.1.0.11","10.1.0.10","TCP","1610","","","doceri-ctl(7019)  >  49153 [ACK] Seq=1 Ack=168001 Win=131072 Len=0 TSval=5562 TSecr=5392"
"31132","5.566411","10.1.0.10","10.1.0.11","TCP","832","-41 dBm","","fisa-svc(7018)  >  49162 [ACK] Seq=1 Ack=645501 Win=131072 Len=0 TSval=5566 TSecr=5518"
"31200","5.577362","10.1.0.10","10.1.0.11","WebSocket","6376","-41 dBm","","WebSocket Continuation[FRAGMENT]  "
"31219","5.577475","10.1.0.11","10.1.0.10","WebSocket","7470","","","WebSocket Continuation[FRAGMENT]  "
