"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Data rate","Info"
"27448","4.986263","10.1.0.2","10.1.0.11","TCP","376","-46 dBm","","afs3-prserver(7002)  >  49154 [ACK] Seq=1 Ack=104501 Win=131072 Len=0 TSval=4991 TSecr=4965"
"27468","4.986606","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"27469","4.986606","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"27512","4.997149","10.1.0.2","10.1.0.11","TCP","376","-46 dBm","","afs3-prserver(7002)  >  49154 [ACK] Seq=1 Ack=116501 Win=131072 Len=0 TSval=5002 TSecr=4965"
"27576","5.008082","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"27592","5.008204","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"27593","5.008204","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"27594","5.008204","10.1.0.11","10.1.0.2","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"27639","5.018976","10.1.0.2","10.1.0.11","TCP","452","-46 dBm","","afs3-prserver(7002)  >  49154 [ACK] Seq=1 Ack=131501 Win=131072 Len=0 TSval=5025 TSecr=4987"
"27660","5.019656","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"27661","5.019656","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"27704","5.030197","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"27766","5.041191","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"27771","5.041286","10.1.0.11","10.1.0.2","TCP","698","","","afs3-vlserver(7003)  >  49153 [ACK] Seq=1 Ack=66001 Win=131072 Len=0 TSval=5053 TSecr=4960"
"27817","5.046626","10.1.0.2","10.1.0.11","TCP","376","-46 dBm","","afs3-prserver(7002)  >  49154 [ACK] Seq=1 Ack=143501 Win=131072 Len=0 TSval=5035 TSecr=4987"
"27821","5.046730","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"27822","5.046730","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"27823","5.046730","10.1.0.11","10.1.0.2","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"27883","5.057578","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"27893","5.057682","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"27894","5.057682","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"27895","5.057682","10.1.0.11","10.1.0.2","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"27950","5.068502","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"27966","5.068651","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"27967","5.068651","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"27968","5.068651","10.1.0.11","10.1.0.2","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"28014","5.079480","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"28035","5.079620","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28036","5.079620","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28037","5.079620","10.1.0.11","10.1.0.2","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"28098","5.090580","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28099","5.090580","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28138","5.101379","10.1.0.2","10.1.0.11","TCP","1744","-46 dBm","","afs3-prserver(7002)  >  49154 [ACK] Seq=1 Ack=209501 Win=131072 Len=0 TSval=5106 TSecr=5058"
"28198","5.112325","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"28205","5.112438","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28206","5.112438","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28207","5.112438","10.1.0.11","10.1.0.2","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"28265","5.123267","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"28276","5.123699","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28277","5.123699","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28278","5.123699","10.1.0.11","10.1.0.2","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"28332","5.134555","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"28344","5.134668","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28345","5.134668","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28346","5.134668","10.1.0.11","10.1.0.2","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"28397","5.145524","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"28413","5.145619","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28414","5.145619","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28415","5.145619","10.1.0.11","10.1.0.2","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"28463","5.156422","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"28522","5.166678","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"28533","5.166850","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28534","5.166850","10.1.0.11","10.1.0.2","WebSocket","6970","","","WebSocket Continuation[FRAGMENT]  "
"28535","5.166850","10.1.0.11","10.1.0.2","WebSocket","1152","","","WebSocket Continuation[FRAGMENT]  "
"28589","5.176998","10.1.0.2","10.1.0.11","TCP","1820","-46 dBm","","afs3-prserver(7002)  >  49154 [ACK] Seq=1 Ack=277001 Win=131072 Len=0 TSval=5183 TSecr=5114"
"28599","5.177188","10.1.0.11","10.1.0.2","WebSocket","7470","","","WebSocket Continuation[FRAGMENT]  "
"28600","5.177188","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28662","5.184613","10.1.0.11","10.1.0.2","WebSocket","3242","","","WebSocket Continuation[FRAGMENT]  "
"28714","5.188119","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28715","5.188119","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28716","5.188119","10.1.0.11","10.1.0.2","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"28766","5.194857","10.1.0.2","10.1.0.11","TCP","832","-46 dBm","","afs3-prserver(7002)  >  49154 [ACK] Seq=1 Ack=306501 Win=131072 Len=0 TSval=5204 TSecr=5189"
"28773","5.194925","10.1.0.11","10.1.0.2","WebSocket","4818","","","WebSocket Continuation[FRAGMENT]  "
"28819","5.199921","10.1.0.2","10.1.0.11","TCP","134","-46 dBm","","afs3-prserver(7002)  >  49154 [ACK] Seq=1 Ack=309501 Win=131072 Len=0 TSval=5210 TSecr=5189"
"28824","5.199989","10.1.0.11","10.1.0.2","TCP","1458","","","afs3-vlserver(7003)  >  49153 [ACK] Seq=1 Ack=120001 Win=131072 Len=0 TSval=5178 TSecr=5053"
"28875","5.204505","10.1.0.2","10.1.0.11","WebSocket","3224","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"28891","5.204591","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28892","5.204591","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28893","5.204591","10.1.0.11","10.1.0.2","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"28942","5.215420","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"28961","5.215515","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28962","5.215515","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"28963","5.215515","10.1.0.11","10.1.0.2","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"29007","5.226351","10.1.0.2","10.1.0.11","TCP","756","-46 dBm","","afs3-prserver(7002)  >  49154 [ACK] Seq=1 Ack=336501 Win=131072 Len=0 TSval=5231 TSecr=5189"
"29027","5.226897","10.1.0.11","10.1.0.2","WebSocket","6546","","","WebSocket Continuation[FRAGMENT]  "
"29028","5.226897","10.1.0.11","10.1.0.2","WebSocket","7046","","","WebSocket Continuation[FRAGMENT]  "
"29069","5.237598","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"29139","5.248617","10.1.0.11","10.1.0.2","TCP","470","","","afs3-vlserver(7003)  >  49153 [ACK] Seq=1 Ack=135001 Win=131072 Len=0 TSval=5249 TSecr=5213"
"29185","5.253957","10.1.0.2","10.1.0.11","TCP","528","-46 dBm","","afs3-prserver(7002)  >  49154 [ACK] Seq=1 Ack=349001 Win=131072 Len=0 TSval=5243 TSecr=5195"
"29201","5.254043","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29202","5.254043","10.1.0.11","10.1.0.2","WebSocket","6970","","","WebSocket Continuation[FRAGMENT]  "
"29203","5.254043","10.1.0.11","10.1.0.2","WebSocket","1152","","","WebSocket Continuation[FRAGMENT]  "
"29248","5.264814","10.1.0.2","10.1.0.11","TCP","452","-46 dBm","","afs3-prserver(7002)  >  49154 [ACK] Seq=1 Ack=363001 Win=131072 Len=0 TSval=5270 TSecr=5207"
"29268","5.265175","10.1.0.11","10.1.0.2","WebSocket","6546","","","WebSocket Continuation[FRAGMENT]  "
"29269","5.265175","10.1.0.11","10.1.0.2","WebSocket","6546","","","WebSocket Continuation[FRAGMENT]  "
"29312","5.275769","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"29379","5.286699","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"29384","5.286821","10.1.0.11","10.1.0.2","TCP","394","","","afs3-vlserver(7003)  >  49153 [ACK] Seq=1 Ack=147001 Win=131072 Len=0 TSval=5298 TSecr=5213"
"29430","5.292161","10.1.0.2","10.1.0.11","TCP","528","-46 dBm","","afs3-prserver(7002)  >  49154 [ACK] Seq=1 Ack=375001 Win=131072 Len=0 TSval=5281 TSecr=5216"
"29437","5.292247","10.1.0.11","10.1.0.2","WebSocket","6546","","","WebSocket Continuation[FRAGMENT]  "
"29438","5.292247","10.1.0.11","10.1.0.2","WebSocket","7470","","","WebSocket Continuation[FRAGMENT]  "
"29496","5.303103","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"29508","5.303216","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29509","5.303216","10.1.0.11","10.1.0.2","WebSocket","7470","","","WebSocket Continuation[FRAGMENT]  "
"29561","5.314044","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"29580","5.314148","10.1.0.11","10.1.0.2","WebSocket","6546","","","WebSocket Continuation[FRAGMENT]  "
"29581","5.314148","10.1.0.11","10.1.0.2","WebSocket","6470","","","WebSocket Continuation[FRAGMENT]  "
"29582","5.314148","10.1.0.11","10.1.0.2","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"29625","5.324982","10.1.0.2","10.1.0.11","TCP","1288","-46 dBm","","afs3-prserver(7002)  >  49154 [ACK] Seq=1 Ack=414001 Win=131072 Len=0 TSval=5330 TSecr=5266"
"29648","5.325653","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29649","5.325653","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29755","5.347147","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"29765","5.347269","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29766","5.347269","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29767","5.347269","10.1.0.11","10.1.0.2","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"29822","5.358116","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"29838","5.358247","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29839","5.358247","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29840","5.358247","10.1.0.11","10.1.0.2","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"29887","5.369047","10.1.0.2","10.1.0.11","TCP","1060","-46 dBm","","afs3-prserver(7002)  >  49154 [ACK] Seq=1 Ack=453001 Win=131072 Len=0 TSval=5374 TSecr=5304"
"29906","5.369266","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29907","5.369266","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"29950","5.379962","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"29955","5.380075","10.1.0.11","10.1.0.2","TCP","850","","","afs3-vlserver(7003)  >  49153 [ACK] Seq=1 Ack=177001 Win=131072 Len=0 TSval=5392 TSecr=5213"
"30001","5.385415","10.1.0.2","10.1.0.11","TCP","376","-46 dBm","","afs3-prserver(7002)  >  49154 [ACK] Seq=1 Ack=465001 Win=131072 Len=0 TSval=5385 TSecr=5337"
"30070","5.396309","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"30076","5.396458","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30077","5.396458","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30078","5.396458","10.1.0.11","10.1.0.2","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"30136","5.407261","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"30149","5.407356","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30150","5.407356","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30151","5.407356","10.1.0.11","10.1.0.2","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"30203","5.418167","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"30222","5.418271","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30223","5.418271","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30224","5.418271","10.1.0.11","10.1.0.2","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"30296","5.429568","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30297","5.429568","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30298","5.429568","10.1.0.11","10.1.0.2","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"30338","5.440440","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"30398","5.451400","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"30402","5.451540","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30403","5.451540","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30404","5.451540","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30405","5.451540","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30406","5.451540","10.1.0.11","10.1.0.2","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"30453","5.462399","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"30504","5.473343","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"30553","5.478826","10.1.0.2","10.1.0.11","TCP","832","-46 dBm","","afs3-prserver(7002)  >  49154 [ACK] Seq=1 Ack=495001 Win=131072 Len=0 TSval=5432 TSecr=5337"
"30566","5.478948","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30567","5.478948","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30568","5.478948","10.1.0.11","10.1.0.2","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"30616","5.489756","10.1.0.2","10.1.0.11","TCP","1668","-46 dBm","","afs3-prserver(7002)  >  49154 [ACK] Seq=1 Ack=558001 Win=131072 Len=0 TSval=5495 TSecr=5491"
"30628","5.489984","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30629","5.489984","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30677","5.495328","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30678","5.495328","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30679","5.495328","10.1.0.11","10.1.0.2","WebSocket","1652","","","WebSocket Continuation[FRAGMENT]  "
"30729","5.506141","10.1.0.2","10.1.0.11","TCP","756","-46 dBm","","afs3-prserver(7002)  >  49154 [ACK] Seq=1 Ack=585001 Win=131072 Len=0 TSval=5512 TSecr=5501"
"30742","5.506351","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30743","5.506351","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30794","5.517039","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"30806","5.517125","10.1.0.11","10.1.0.2","WebSocket","6394","","","WebSocket Continuation[FRAGMENT]  "
"30807","5.517125","10.1.0.11","10.1.0.2","WebSocket","7470","","","WebSocket Continuation[FRAGMENT]  "
"30860","5.527949","10.1.0.2","10.1.0.11","WebSocket","6376","-46 dBm","","WebSocket Continuation[FRAGMENT]  "
"30876","5.528044","10.1.0.11","10.1.0.2","WebSocket","6546","","","WebSocket Continuation[FRAGMENT]  "
"30877","5.528044","10.1.0.11","10.1.0.2","WebSocket","6546","","","WebSocket Continuation[FRAGMENT]  "
"30878","5.528044","10.1.0.11","10.1.0.2","WebSocket","1152","","","WebSocket Continuation[FRAGMENT]  "
"30924","5.539179","10.1.0.2","10.1.0.11","TCP","1212","-46 dBm","","afs3-prserver(7002)  >  49154 [ACK] Seq=1 Ack=623001 Win=131072 Len=0 TSval=5544 TSecr=5511"
"30944","5.539513","10.1.0.11","10.1.0.2","WebSocket","6546","","","WebSocket Continuation[FRAGMENT]  "
"30945","5.539513","10.1.0.11","10.1.0.2","WebSocket","6546","","","WebSocket Continuation[FRAGMENT]  "
